paymentId,orderId,customerId,amount,currency,paymentDate,paymentMethod,status,gateway,description
PAY-100183,ORD-500183,CUS-200183,55127.25,INR,2026-08-08T04:44:00.576Z,CARD,SUCCESS,PayGateway,Order ORD-500183 payment
PAY-100184,ORD-500184,CUS-200184,6465.71,INR,2026-07-20T01:37:39.489Z,CARD,SUCCESS,QuickPay,Order ORD-500184 payment
PAY-100185,ORD-500185,CUS-200185,2616.96,INR,2026-07-25T15:15:35.314Z,CARD,SUCCESS,QuickPay,Order ORD-500185 payment
PAY-100186,ORD-500186,CUS-200186,59717.33,INR,2026-08-22T22:28:26.915Z,UPI,SUCCESS,PayGateway,Order ORD-500186 payment
PAY-100187,ORD-500187,CUS-200187,41368.05,INR,2026-07-03T07:12:38.746Z,CARD,SUCCESS,SyntheticPay,Order ORD-500187 payment
PAY-100188,ORD-500188,CUS-200188,85058.44,INR,2026-07-14T20:35:00.028Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500188 payment
PAY-100189,ORD-500189,CUS-200189,25462.56,INR,2026-07-26T10:12:33.697Z,CARD,SUCCESS,PayGateway,Order ORD-500189 payment
PAY-100190,ORD-500190,CUS-200190,69111.66,INR,2026-07-17T02:54:49.988Z,WALLET,SUCCESS,PayGateway,Order ORD-500190 payment
PAY-100191,ORD-500191,CUS-200191,84265.09,INR,2026-07-28T04:10:53.485Z,CARD,SUCCESS,SyntheticPay,Order ORD-500191 payment
PAY-100192,ORD-500192,CUS-200192,76937.03,INR,2026-08-30T13:16:45.025Z,WALLET,SUCCESS,PayGateway,Order ORD-500192 payment
PAY-100193,ORD-500193,CUS-200193,49742.74,INR,2026-07-18T22:07:06.256Z,UPI,SUCCESS,PayGateway,Order ORD-500193 payment
PAY-100194,ORD-500194,CUS-200194,30812.78,INR,2026-08-07T16:57:40.613Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500194 payment
PAY-100195,ORD-500195,CUS-200195,92699.91,INR,2026-07-24T01:00:58.717Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500195 payment
PAY-100196,ORD-500196,CUS-200196,45095.42,INR,2026-07-14T21:35:34.249Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500196 payment
PAY-100197,ORD-500197,CUS-200197,75160.1,INR,2026-07-14T06:29:07.630Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500197 payment
PAY-100198,ORD-500198,CUS-200198,63467.92,INR,2026-07-12T02:59:22.244Z,CARD,SUCCESS,QuickPay,Order ORD-500198 payment
PAY-100199,ORD-500199,CUS-200199,89929.67,INR,2026-08-04T12:30:39.313Z,WALLET,SUCCESS,QuickPay,Order ORD-500199 payment
PAY-100200,ORD-500200,CUS-200200,13429.76,INR,2026-08-24T07:53:20.342Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500200 payment
PAY-100201,ORD-500201,CUS-200201,99482.84,INR,2026-07-20T18:16:44.239Z,CARD,SUCCESS,SyntheticPay,Order ORD-500201 payment
PAY-100202,ORD-500202,CUS-200202,29047.51,INR,2026-07-23T05:30:49.314Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500202 payment
PAY-100203,ORD-500203,CUS-200203,69767.53,INR,2026-07-21T08:20:55.736Z,CARD,SUCCESS,SyntheticPay,Order ORD-500203 payment
PAY-100204,ORD-500204,CUS-200204,40547.64,INR,2026-07-05T18:01:21.113Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500204 payment
PAY-100205,ORD-500205,CUS-200205,97941.61,INR,2026-07-14T02:15:18.627Z,UPI,SUCCESS,QuickPay,Order ORD-500205 payment
PAY-100206,ORD-500206,CUS-200206,74519.97,INR,2026-07-01T21:45:10.467Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500206 payment
PAY-100207,ORD-500207,CUS-200207,87781.61,INR,2026-08-04T10:22:05.568Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500207 payment
PAY-100208,ORD-500208,CUS-200208,72411.9,INR,2026-08-11T14:10:41.233Z,CARD,SUCCESS,SyntheticPay,Order ORD-500208 payment
PAY-100209,ORD-500209,CUS-200209,19793.77,INR,2026-07-08T06:01:05.668Z,WALLET,SUCCESS,PayGateway,Order ORD-500209 payment
PAY-100210,ORD-500210,CUS-200210,95554.85,INR,2026-07-07T19:12:56.185Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500210 payment
PAY-100211,ORD-500211,CUS-200211,95817.34,INR,2026-07-28T15:00:31.903Z,WALLET,SUCCESS,QuickPay,Order ORD-500211 payment
PAY-100212,ORD-500212,CUS-200212,99855.13,INR,2026-08-18T09:25:13.273Z,UPI,SUCCESS,QuickPay,Order ORD-500212 payment
PAY-100213,ORD-500213,CUS-200213,63808.04,INR,2026-08-02T12:11:50.653Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500213 payment
PAY-100214,ORD-500214,CUS-200214,68678.86,INR,2026-08-22T03:11:00.774Z,UPI,SUCCESS,PayGateway,Order ORD-500214 payment
PAY-100215,ORD-500215,CUS-200215,52122.8,INR,2026-07-30T20:18:48.626Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500215 payment
PAY-100216,ORD-500216,CUS-200216,73075.57,INR,2026-08-30T13:49:48.144Z,CARD,SUCCESS,QuickPay,Order ORD-500216 payment
PAY-100217,ORD-500217,CUS-200217,31534.55,INR,2026-07-26T08:06:59.252Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500217 payment
PAY-100218,ORD-500218,CUS-200218,11602.53,INR,2026-07-27T18:58:08.730Z,UPI,SUCCESS,PayGateway,Order ORD-500218 payment
PAY-100219,ORD-500219,CUS-200219,65131.83,INR,2026-07-24T10:51:32.557Z,CARD,SUCCESS,PayGateway,Order ORD-500219 payment
PAY-100220,ORD-500220,CUS-200220,49200.68,INR,2026-08-26T04:06:04.900Z,WALLET,SUCCESS,PayGateway,Order ORD-500220 payment
PAY-100221,ORD-500221,CUS-200221,76195.08,INR,2026-07-17T05:19:49.350Z,CARD,SUCCESS,SyntheticPay,Order ORD-500221 payment
PAY-100222,ORD-500222,CUS-200222,62151.2,INR,2026-07-02T03:49:15.490Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500222 payment
PAY-100223,ORD-500223,CUS-200223,54234.46,INR,2026-08-23T23:59:32.480Z,CARD,SUCCESS,QuickPay,Order ORD-500223 payment
PAY-100224,ORD-500224,CUS-200224,74978.94,INR,2026-08-16T14:28:29.915Z,CARD,SUCCESS,PayGateway,Order ORD-500224 payment
PAY-100225,ORD-500225,CUS-200225,95267.31,INR,2026-08-10T15:24:14.756Z,UPI,SUCCESS,QuickPay,Order ORD-500225 payment
PAY-100226,ORD-500226,CUS-200226,90183.09,INR,2026-08-08T09:21:12.540Z,UPI,SUCCESS,QuickPay,Order ORD-500226 payment
PAY-100227,ORD-500227,CUS-200227,34239.53,INR,2026-08-11T18:44:45.032Z,WALLET,SUCCESS,QuickPay,Order ORD-500227 payment
PAY-100228,ORD-500228,CUS-200228,30936.18,INR,2026-08-03T20:52:55.440Z,CARD,SUCCESS,PayGateway,Order ORD-500228 payment
PAY-100229,ORD-500229,CUS-200229,34447.58,INR,2026-07-07T18:18:30.791Z,CARD,SUCCESS,SyntheticPay,Order ORD-500229 payment
PAY-100230,ORD-500230,CUS-200230,80317.67,INR,2026-07-06T01:22:26.908Z,UPI,SUCCESS,PayGateway,Order ORD-500230 payment
PAY-100231,ORD-500231,CUS-200231,57309,INR,2026-08-23T18:48:27.489Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500231 payment
PAY-100232,ORD-500232,CUS-200232,87907.04,INR,2026-07-26T16:10:27.535Z,CARD,SUCCESS,SyntheticPay,Order ORD-500232 payment
PAY-100233,ORD-500233,CUS-200233,482.1,INR,2026-07-13T13:48:31.748Z,WALLET,SUCCESS,QuickPay,Order ORD-500233 payment
PAY-100234,ORD-500234,CUS-200234,50905.03999999999,INR,2026-07-07T09:59:05.037Z,CARD,SUCCESS,PayGateway,Order ORD-500234 payment
PAY-100235,ORD-500235,CUS-200235,69918.74,INR,2026-08-11T22:55:17.402Z,CARD,SUCCESS,PayGateway,Order ORD-500235 payment
PAY-100236,ORD-500236,CUS-200236,54227.78,INR,2026-07-11T08:18:53.366Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500236 payment
PAY-100237,ORD-500237,CUS-200237,1571.05,INR,2026-08-04T12:13:10.229Z,CARD,SUCCESS,SyntheticPay,Order ORD-500237 payment
PAY-100238,ORD-500238,CUS-200238,96785.79,INR,2026-07-14T16:49:51.025Z,UPI,SUCCESS,QuickPay,Order ORD-500238 payment
PAY-100239,ORD-500239,CUS-200239,67275.57,INR,2026-07-21T22:05:29.131Z,CARD,SUCCESS,SyntheticPay,Order ORD-500239 payment
PAY-100240,ORD-500240,CUS-200240,12751.19,INR,2026-08-22T15:24:17.895Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500240 payment
PAY-100241,ORD-500241,CUS-200241,61700.44,INR,2026-08-29T18:54:08.354Z,UPI,SUCCESS,PayGateway,Order ORD-500241 payment
PAY-100242,ORD-500242,CUS-200242,73161,INR,2026-07-12T04:22:29.237Z,CARD,SUCCESS,QuickPay,Order ORD-500242 payment
PAY-100243,ORD-500243,CUS-200243,53494.95,INR,2026-07-27T12:57:57.235Z,WALLET,SUCCESS,PayGateway,Order ORD-500243 payment
PAY-100244,ORD-500244,CUS-200244,76419.68,INR,2026-07-16T17:25:19.922Z,UPI,SUCCESS,QuickPay,Order ORD-500244 payment
PAY-100245,ORD-500245,CUS-200245,78771.31,INR,2026-08-12T00:52:50.847Z,UPI,SUCCESS,QuickPay,Order ORD-500245 payment
PAY-100246,ORD-500246,CUS-200246,53877.3,INR,2026-08-23T22:04:01.304Z,CARD,SUCCESS,SyntheticPay,Order ORD-500246 payment
PAY-100247,ORD-500247,CUS-200247,40119.43,INR,2026-07-05T22:46:36.750Z,UPI,SUCCESS,PayGateway,Order ORD-500247 payment
PAY-100248,ORD-500248,CUS-200248,13207.28,INR,2026-07-16T22:32:37.529Z,CARD,SUCCESS,QuickPay,Order ORD-500248 payment
PAY-100249,ORD-500249,CUS-200249,21601.04,INR,2026-08-20T21:56:50.000Z,CARD,SUCCESS,QuickPay,Order ORD-500249 payment
PAY-100250,ORD-500250,CUS-200250,34343.94,INR,2026-07-09T10:17:27.484Z,UPI,SUCCESS,QuickPay,Order ORD-500250 payment
PAY-100251,ORD-500251,CUS-200251,40832.08,INR,2026-08-10T23:12:30.340Z,CARD,SUCCESS,SyntheticPay,Order ORD-500251 payment
PAY-100252,ORD-500252,CUS-200252,15716.81,INR,2026-08-18T03:55:52.875Z,UPI,SUCCESS,QuickPay,Order ORD-500252 payment
PAY-100253,ORD-500253,CUS-200253,86437.82,INR,2026-07-26T18:38:12.505Z,UPI,SUCCESS,QuickPay,Order ORD-500253 payment
PAY-100254,ORD-500254,CUS-200254,64184.15,INR,2026-08-14T16:57:22.413Z,WALLET,SUCCESS,PayGateway,Order ORD-500254 payment
PAY-100255,ORD-500255,CUS-200255,45195.03,INR,2026-07-09T00:34:12.310Z,WALLET,SUCCESS,QuickPay,Order ORD-500255 payment
PAY-100256,ORD-500256,CUS-200256,19592.76,INR,2026-08-10T20:51:06.376Z,WALLET,SUCCESS,QuickPay,Order ORD-500256 payment
PAY-100257,ORD-500257,CUS-200257,59055.49,INR,2026-07-23T15:26:38.169Z,UPI,SUCCESS,PayGateway,Order ORD-500257 payment
PAY-100258,ORD-500258,CUS-200258,25393.03,INR,2026-08-05T07:36:55.213Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500258 payment
PAY-100259,ORD-500259,CUS-200259,79117.43,INR,2026-08-24T23:38:59.518Z,CARD,SUCCESS,SyntheticPay,Order ORD-500259 payment
PAY-100260,ORD-500260,CUS-200260,94786.19,INR,2026-07-30T04:00:30.264Z,UPI,SUCCESS,QuickPay,Order ORD-500260 payment
PAY-100261,ORD-500261,CUS-200261,50570.92,INR,2026-07-29T23:39:20.497Z,CARD,SUCCESS,SyntheticPay,Order ORD-500261 payment
PAY-100262,ORD-500262,CUS-200262,93893.33,INR,2026-08-28T11:58:43.988Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500262 payment
PAY-100263,ORD-500263,CUS-200263,85132.83,INR,2026-07-06T12:37:19.137Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500263 payment
PAY-100264,ORD-500264,CUS-200264,63082.35,INR,2026-07-28T10:57:31.516Z,WALLET,SUCCESS,QuickPay,Order ORD-500264 payment
PAY-100265,ORD-500265,CUS-200265,5277.83,INR,2026-07-23T02:10:39.151Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500265 payment
PAY-100266,ORD-500266,CUS-200266,50387.63,INR,2026-07-09T11:42:14.692Z,WALLET,SUCCESS,PayGateway,Order ORD-500266 payment
PAY-100267,ORD-500267,CUS-200267,79840.39,INR,2026-07-31T22:23:03.313Z,CARD,SUCCESS,QuickPay,Order ORD-500267 payment
PAY-100268,ORD-500268,CUS-200268,16777.02,INR,2026-08-22T11:29:34.155Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500268 payment
PAY-100269,ORD-500269,CUS-200269,96052.64,INR,2026-08-17T00:43:34.293Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500269 payment
PAY-100270,ORD-500270,CUS-200270,26980.41,INR,2026-08-22T12:19:54.371Z,CARD,SUCCESS,QuickPay,Order ORD-500270 payment
PAY-100271,ORD-500271,CUS-200271,71839.89,INR,2026-08-01T11:42:00.679Z,UPI,SUCCESS,QuickPay,Order ORD-500271 payment
PAY-100272,ORD-500272,CUS-200272,41762.57,INR,2026-07-31T20:50:50.933Z,UPI,SUCCESS,PayGateway,Order ORD-500272 payment
PAY-100273,ORD-500273,CUS-200273,62509.12,INR,2026-08-14T11:45:52.788Z,CARD,SUCCESS,SyntheticPay,Order ORD-500273 payment
PAY-100274,ORD-500274,CUS-200274,6318.26,INR,2026-07-30T04:14:48.777Z,CARD,SUCCESS,SyntheticPay,Order ORD-500274 payment
PAY-100275,ORD-500275,CUS-200275,47664.92,INR,2026-08-26T19:31:14.762Z,CARD,SUCCESS,SyntheticPay,Order ORD-500275 payment
PAY-100276,ORD-500276,CUS-200276,70659.57,INR,2026-07-12T12:37:54.384Z,CARD,SUCCESS,QuickPay,Order ORD-500276 payment
PAY-100277,ORD-500277,CUS-200277,46461.43,INR,2026-07-28T23:33:16.295Z,UPI,SUCCESS,QuickPay,Order ORD-500277 payment
PAY-100278,ORD-500278,CUS-200278,10371.89,INR,2026-08-16T03:32:14.367Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500278 payment
PAY-100279,ORD-500279,CUS-200279,58494.22,INR,2026-07-24T19:51:39.248Z,CARD,SUCCESS,QuickPay,Order ORD-500279 payment
PAY-100280,ORD-500280,CUS-200280,17404.98,INR,2026-07-21T09:20:17.257Z,CARD,SUCCESS,PayGateway,Order ORD-500280 payment
PAY-100281,ORD-500281,CUS-200281,36095.38,INR,2026-07-06T04:42:01.226Z,WALLET,SUCCESS,QuickPay,Order ORD-500281 payment
PAY-100282,ORD-500282,CUS-200282,43858.25,INR,2026-08-06T09:37:34.660Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500282 payment
PAY-100283,ORD-500283,CUS-200283,65795.71,INR,2026-08-26T04:36:20.141Z,UPI,SUCCESS,QuickPay,Order ORD-500283 payment
PAY-100284,ORD-500284,CUS-200284,69982.8,INR,2026-07-09T10:18:52.314Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500284 payment
PAY-100285,ORD-500285,CUS-200285,29130.48,INR,2026-07-30T12:33:40.584Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500285 payment
PAY-100286,ORD-500286,CUS-200286,81076.2,INR,2026-07-13T10:33:10.990Z,CARD,SUCCESS,QuickPay,Order ORD-500286 payment
PAY-100287,ORD-500287,CUS-200287,28232.87,INR,2026-08-09T09:37:14.775Z,CARD,SUCCESS,PayGateway,Order ORD-500287 payment
PAY-100288,ORD-500288,CUS-200288,43958.15,INR,2026-08-23T23:04:21.518Z,WALLET,SUCCESS,QuickPay,Order ORD-500288 payment
PAY-100289,ORD-500289,CUS-200289,63776.47,INR,2026-08-20T23:54:17.669Z,UPI,SUCCESS,SyntheticPay,Order ORD-500289 payment
PAY-100290,ORD-500290,CUS-200290,10304.22,INR,2026-07-29T04:46:37.617Z,WALLET,SUCCESS,PayGateway,Order ORD-500290 payment
PAY-100291,ORD-500291,CUS-200291,37838.23,INR,2026-08-20T21:32:37.722Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500291 payment
PAY-100292,ORD-500292,CUS-200292,21150.7,INR,2026-07-20T13:48:24.579Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500292 payment
PAY-100293,ORD-500293,CUS-200293,87449.94,INR,2026-08-14T04:10:41.669Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500293 payment
PAY-100294,ORD-500294,CUS-200294,74283.53,INR,2026-08-02T14:22:51.218Z,CARD,SUCCESS,QuickPay,Order ORD-500294 payment
PAY-100295,ORD-500295,CUS-200295,38733.72,INR,2026-08-15T20:37:43.557Z,WALLET,SUCCESS,PayGateway,Order ORD-500295 payment
PAY-100296,ORD-500296,CUS-200296,27632.030000000002,INR,2026-07-15T06:59:56.892Z,UPI,SUCCESS,QuickPay,Order ORD-500296 payment
PAY-100297,ORD-500297,CUS-200297,58168.26,INR,2026-08-21T17:46:15.121Z,UPI,SUCCESS,PayGateway,Order ORD-500297 payment
PAY-100298,ORD-500298,CUS-200298,72585.19,INR,2026-08-27T22:32:44.761Z,WALLET,SUCCESS,QuickPay,Order ORD-500298 payment
PAY-100299,ORD-500299,CUS-200299,85252.34,INR,2026-07-01T13:01:16.515Z,UPI,SUCCESS,QuickPay,Order ORD-500299 payment
PAY-100300,ORD-500300,CUS-200300,23717.42,INR,2026-08-07T17:59:06.836Z,WALLET,SUCCESS,PayGateway,Order ORD-500300 payment
PAY-100301,ORD-500301,CUS-200301,99112.78,INR,2026-08-11T19:38:43.242Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500301 payment
PAY-100302,ORD-500302,CUS-200302,12234.38,INR,2026-08-12T14:10:35.738Z,UPI,SUCCESS,PayGateway,Order ORD-500302 payment
PAY-100303,ORD-500303,CUS-200303,23391.12,INR,2026-07-23T07:50:17.009Z,CARD,SUCCESS,SyntheticPay,Order ORD-500303 payment
PAY-100304,ORD-500304,CUS-200304,15559.31,INR,2026-07-05T12:21:22.456Z,UPI,SUCCESS,QuickPay,Order ORD-500304 payment
PAY-100305,ORD-500305,CUS-200305,52328.83,INR,2026-08-11T06:42:35.145Z,UPI,SUCCESS,QuickPay,Order ORD-500305 payment
PAY-100306,ORD-500306,CUS-200306,22840.58,INR,2026-07-06T16:32:58.790Z,UPI,SUCCESS,SyntheticPay,Order ORD-500306 payment
PAY-100307,ORD-500307,CUS-200307,1999.82,INR,2026-07-12T20:25:35.028Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500307 payment
PAY-100308,ORD-500308,CUS-200308,2101.18,INR,2026-07-20T20:04:17.517Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500308 payment
PAY-100309,ORD-500309,CUS-200309,304.42,INR,2026-08-16T13:18:26.922Z,UPI,SUCCESS,QuickPay,Order ORD-500309 payment
PAY-100310,ORD-500310,CUS-200310,74756.86,INR,2026-07-26T18:51:32.698Z,WALLET,SUCCESS,PayGateway,Order ORD-500310 payment
PAY-100311,ORD-500311,CUS-200311,48285.21,INR,2026-07-03T21:10:40.413Z,CARD,SUCCESS,QuickPay,Order ORD-500311 payment
PAY-100312,ORD-500312,CUS-200312,21779.98,INR,2026-07-01T10:09:26.934Z,WALLET,SUCCESS,PayGateway,Order ORD-500312 payment
PAY-100313,ORD-500313,CUS-200313,52444.96,INR,2026-07-22T17:11:56.606Z,CARD,SUCCESS,QuickPay,Order ORD-500313 payment
PAY-100314,ORD-500314,CUS-200314,63766.85,INR,2026-08-09T15:32:11.743Z,CARD,SUCCESS,PayGateway,Order ORD-500314 payment
PAY-100315,ORD-500315,CUS-200315,64085.55,INR,2026-07-03T19:16:20.006Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500315 payment
PAY-100316,ORD-500316,CUS-200316,67916.8,INR,2026-07-07T01:52:01.577Z,WALLET,SUCCESS,PayGateway,Order ORD-500316 payment
PAY-100317,ORD-500317,CUS-200317,16136.18,INR,2026-07-04T20:24:41.007Z,CARD,SUCCESS,PayGateway,Order ORD-500317 payment
PAY-100318,ORD-500318,CUS-200318,51572.76,INR,2026-08-11T16:13:11.457Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500318 payment
PAY-100319,ORD-500319,CUS-200319,25944.98,INR,2026-07-02T20:43:31.669Z,WALLET,SUCCESS,QuickPay,Order ORD-500319 payment
PAY-100320,ORD-500320,CUS-200320,76771.98,INR,2026-08-10T06:10:32.450Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500320 payment
PAY-100321,ORD-500321,CUS-200321,96562.4,INR,2026-08-15T23:19:44.426Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500321 payment
PAY-100322,ORD-500322,CUS-200322,76785.15000000001,INR,2026-08-29T15:14:38.736Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500322 payment
PAY-100323,ORD-500323,CUS-200323,97092.49,INR,2026-08-11T14:07:05.189Z,UPI,SUCCESS,QuickPay,Order ORD-500323 payment
PAY-100324,ORD-500324,CUS-200324,14427.16,INR,2026-08-14T21:29:14.245Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500324 payment
PAY-100325,ORD-500325,CUS-200325,98122.39,INR,2026-08-18T00:24:09.231Z,UPI,SUCCESS,PayGateway,Order ORD-500325 payment
PAY-100326,ORD-500326,CUS-200326,74572.35,INR,2026-07-30T15:31:56.334Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500326 payment
PAY-100327,ORD-500327,CUS-200327,84705.16,INR,2026-07-04T23:22:40.043Z,WALLET,SUCCESS,QuickPay,Order ORD-500327 payment
PAY-100328,ORD-500328,CUS-200328,14105.1,INR,2026-08-07T01:25:38.274Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500328 payment
PAY-100329,ORD-500329,CUS-200329,19859.92,INR,2026-07-30T15:50:58.328Z,UPI,SUCCESS,QuickPay,Order ORD-500329 payment
PAY-100330,ORD-500330,CUS-200330,69964.46,INR,2026-07-14T15:45:31.728Z,CARD,SUCCESS,QuickPay,Order ORD-500330 payment
PAY-100331,ORD-500331,CUS-200331,98410.38,INR,2026-07-19T08:59:30.057Z,WALLET,SUCCESS,PayGateway,Order ORD-500331 payment
PAY-100332,ORD-500332,CUS-200332,41013.23,INR,2026-08-15T06:35:44.771Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500332 payment
PAY-100333,ORD-500333,CUS-200333,67201.3,INR,2026-07-11T23:43:19.497Z,CARD,SUCCESS,SyntheticPay,Order ORD-500333 payment
PAY-100334,ORD-500334,CUS-200334,32657.93,INR,2026-08-28T19:39:40.362Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500334 payment
PAY-100335,ORD-500335,CUS-200335,95156.73,INR,2026-07-20T05:01:24.919Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500335 payment
PAY-100336,ORD-500336,CUS-200336,85271.87,INR,2026-07-07T14:09:24.575Z,WALLET,SUCCESS,QuickPay,Order ORD-500336 payment
PAY-100337,ORD-500337,CUS-200337,25367.04,INR,2026-07-25T06:43:01.595Z,CARD,SUCCESS,PayGateway,Order ORD-500337 payment
PAY-100338,ORD-500338,CUS-200338,8596.59,INR,2026-08-20T12:22:33.262Z,UPI,SUCCESS,SyntheticPay,Order ORD-500338 payment
PAY-100339,ORD-500339,CUS-200339,16558.19,INR,2026-08-22T21:18:38.584Z,UPI,SUCCESS,QuickPay,Order ORD-500339 payment
PAY-100340,ORD-500340,CUS-200340,10363.03,INR,2026-08-14T17:08:20.181Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500340 payment
PAY-100341,ORD-500341,CUS-200341,62699.74,INR,2026-07-03T10:06:12.647Z,UPI,SUCCESS,PayGateway,Order ORD-500341 payment
PAY-100342,ORD-500342,CUS-200342,66756.11,INR,2026-08-17T22:40:19.032Z,CARD,SUCCESS,QuickPay,Order ORD-500342 payment
PAY-100343,ORD-500343,CUS-200343,51991.34,INR,2026-07-20T14:12:54.546Z,UPI,SUCCESS,QuickPay,Order ORD-500343 payment
PAY-100344,ORD-500344,CUS-200344,7710.79,INR,2026-08-09T19:19:16.173Z,CARD,SUCCESS,SyntheticPay,Order ORD-500344 payment
PAY-100345,ORD-500345,CUS-200345,62125.59,INR,2026-08-06T17:08:29.810Z,CARD,SUCCESS,PayGateway,Order ORD-500345 payment
PAY-100346,ORD-500346,CUS-200346,25595.78,INR,2026-07-21T11:57:30.216Z,CARD,SUCCESS,SyntheticPay,Order ORD-500346 payment
PAY-100347,ORD-500347,CUS-200347,86200.35,INR,2026-08-21T19:18:17.985Z,CARD,SUCCESS,PayGateway,Order ORD-500347 payment
PAY-100348,ORD-500348,CUS-200348,35579.15,INR,2026-08-08T17:34:49.024Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500348 payment
PAY-100349,ORD-500349,CUS-200349,98736.29,INR,2026-08-18T02:22:11.200Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500349 payment
PAY-100350,ORD-500350,CUS-200350,47098.91,INR,2026-08-23T08:56:24.046Z,CARD,SUCCESS,PayGateway,Order ORD-500350 payment
PAY-100351,ORD-500351,CUS-200351,12539.33,INR,2026-07-02T17:20:24.792Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500351 payment
PAY-100352,ORD-500352,CUS-200352,42048.3,INR,2026-07-20T21:34:26.282Z,WALLET,SUCCESS,SyntheticPay,Order ORD-500352 payment
PAY-100353,ORD-500353,CUS-200353,8794.98,INR,2026-07-06T01:07:59.611Z,UPI,SUCCESS,SyntheticPay,Order ORD-500353 payment
PAY-100354,ORD-500354,CUS-200354,14550.2,INR,2026-08-02T02:47:47.555Z,CARD,SUCCESS,PayGateway,Order ORD-500354 payment
PAY-100355,ORD-500355,CUS-200355,20556.72,INR,2026-07-02T22:56:17.468Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500355 payment
PAY-100356,ORD-500356,CUS-200356,99505.21,INR,2026-08-12T22:38:05.121Z,NETBANKING,SUCCESS,PayGateway,Order ORD-500356 payment
PAY-100357,ORD-500357,CUS-200357,24699.42,INR,2026-07-07T15:43:48.101Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500357 payment
PAY-100358,ORD-500358,CUS-200358,30773.55,INR,2026-07-28T01:45:37.069Z,NETBANKING,SUCCESS,QuickPay,Order ORD-500358 payment
PAY-100359,ORD-500359,CUS-200359,91501.58,INR,2026-08-23T03:17:37.895Z,WALLET,SUCCESS,QuickPay,Order ORD-500359 payment
PAY-100360,ORD-500360,CUS-200360,2659.56,INR,2026-08-29T21:45:00.270Z,WALLET,SUCCESS,QuickPay,Order ORD-500360 payment
PAY-100361,ORD-500361,CUS-200361,63301.2,INR,2026-08-22T16:32:57.447Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500361 payment
PAY-100362,ORD-500362,CUS-200362,2928.86,INR,2026-08-21T21:58:02.079Z,CARD,SUCCESS,PayGateway,Order ORD-500362 payment
PAY-100363,ORD-500363,CUS-200363,58206.25,INR,2026-07-24T08:19:46.984Z,NETBANKING,SUCCESS,SyntheticPay,Order ORD-500363 payment
PAY-100364,ORD-500364,CUS-200364,4970.88,INR,2026-07-22T16:30:11.318Z,UPI,SUCCESS,QuickPay,Order ORD-500364 payment
