invoiceId,orderId,customerId,invoiceAmount,invoiceDate,currency,status,description
INV-900225,ORD-500225,CUS-200225,95216.23,2026-08-09T18:24:14.756Z,INR,PAID,Invoice for order ORD-500225
INV-900226,ORD-500226,CUS-200226,90183.09,2026-08-07T15:21:12.540Z,INR,PAID,Invoice for order ORD-500226
INV-900227,ORD-500227,CUS-200227,34239.53,2026-08-11T01:44:45.032Z,INR,PAID,Invoice for order ORD-500227
INV-900228,ORD-500228,CUS-200228,30936.18,2026-08-03T17:52:55.440Z,INR,PAID,Invoice for order ORD-500228
INV-900229,ORD-500229,CUS-200229,34447.58,2026-07-07T11:18:30.791Z,INR,PAID,Invoice for order ORD-500229
INV-900230,ORD-500230,CUS-200230,80317.67,2026-07-06T00:22:26.908Z,INR,PAID,Invoice for order ORD-500230
INV-900231,ORD-500231,CUS-200231,57309,2026-08-23T09:48:27.489Z,INR,PAID,Invoice for order ORD-500231
INV-900232,ORD-500232,CUS-200232,87907.04,2026-07-26T07:10:27.535Z,INR,PAID,Invoice for order ORD-500232
INV-900233,ORD-500233,CUS-200233,482.1,2026-07-13T11:48:31.748Z,INR,PAID,Invoice for order ORD-500233
INV-900234,ORD-500234,CUS-200234,50773.09,2026-07-06T15:59:05.037Z,INR,PAID,Invoice for order ORD-500234
INV-900235,ORD-500235,CUS-200235,69918.74,2026-08-11T04:55:17.402Z,INR,PAID,Invoice for order ORD-500235
INV-900236,ORD-500236,CUS-200236,54227.78,2026-07-10T21:18:53.366Z,INR,PAID,Invoice for order ORD-500236
INV-900237,ORD-500237,CUS-200237,1571.05,2026-08-04T10:13:10.229Z,INR,PAID,Invoice for order ORD-500237
INV-900238,ORD-500238,CUS-200238,96785.79,2026-07-14T01:49:51.025Z,INR,PAID,Invoice for order ORD-500238
INV-900239,ORD-500239,CUS-200239,67275.57,2026-07-21T03:05:29.131Z,INR,PAID,Invoice for order ORD-500239
INV-900240,ORD-500240,CUS-200240,12751.19,2026-08-22T06:24:17.895Z,INR,PAID,Invoice for order ORD-500240
INV-900241,ORD-500241,CUS-200241,61700.44,2026-08-29T11:54:08.354Z,INR,PAID,Invoice for order ORD-500241
INV-900242,ORD-500242,CUS-200242,73161,2026-07-11T21:22:29.237Z,INR,PAID,Invoice for order ORD-500242
INV-900243,ORD-500243,CUS-200243,53494.95,2026-07-27T00:57:57.235Z,INR,PAID,Invoice for order ORD-500243
INV-900244,ORD-500244,CUS-200244,76419.68,2026-07-16T09:25:19.922Z,INR,PAID,Invoice for order ORD-500244
INV-900245,ORD-500245,CUS-200245,78771.31,2026-08-11T20:52:50.847Z,INR,PAID,Invoice for order ORD-500245
INV-900246,ORD-500246,CUS-200246,53877.3,2026-08-23T16:04:01.304Z,INR,PAID,Invoice for order ORD-500246
INV-900247,ORD-500247,CUS-200247,40119.43,2026-07-05T03:46:36.750Z,INR,PAID,Invoice for order ORD-500247
INV-900248,ORD-500248,CUS-200248,13207.28,2026-07-16T04:32:37.529Z,INR,PAID,Invoice for order ORD-500248
INV-900249,ORD-500249,CUS-200249,21601.04,2026-08-20T17:56:50.000Z,INR,PAID,Invoice for order ORD-500249
INV-900250,ORD-500250,CUS-200250,34343.94,2026-07-08T10:17:27.484Z,INR,PAID,Invoice for order ORD-500250
INV-900251,ORD-500251,CUS-200251,40832.08,2026-08-10T11:12:30.340Z,INR,PAID,Invoice for order ORD-500251
INV-900252,ORD-500252,CUS-200252,15716.81,2026-08-17T06:55:52.875Z,INR,PAID,Invoice for order ORD-500252
INV-900253,ORD-500253,CUS-200253,86437.82,2026-07-26T11:38:12.505Z,INR,PAID,Invoice for order ORD-500253
INV-900254,ORD-500254,CUS-200254,64184.15,2026-08-13T21:57:22.413Z,INR,PAID,Invoice for order ORD-500254
INV-900255,ORD-500255,CUS-200255,45195.03,2026-07-08T16:34:12.310Z,INR,PAID,Invoice for order ORD-500255
INV-900256,ORD-500256,CUS-200256,19592.76,2026-08-10T05:51:06.376Z,INR,PAID,Invoice for order ORD-500256
INV-900257,ORD-500257,CUS-200257,59055.49,2026-07-22T16:26:38.169Z,INR,PAID,Invoice for order ORD-500257
INV-900258,ORD-500258,CUS-200258,25393.03,2026-08-04T19:36:55.213Z,INR,PAID,Invoice for order ORD-500258
INV-900259,ORD-500259,CUS-200259,79117.43,2026-08-24T05:38:59.518Z,INR,PAID,Invoice for order ORD-500259
INV-900260,ORD-500260,CUS-200260,94786.19,2026-07-29T05:00:30.264Z,INR,PAID,Invoice for order ORD-500260
INV-900261,ORD-500261,CUS-200261,50570.92,2026-07-29T02:39:20.497Z,INR,PAID,Invoice for order ORD-500261
INV-900262,ORD-500262,CUS-200262,93893.33,2026-08-28T08:58:43.988Z,INR,PAID,Invoice for order ORD-500262
INV-900263,ORD-500263,CUS-200263,85132.83,2026-07-05T17:37:19.137Z,INR,PAID,Invoice for order ORD-500263
INV-900264,ORD-500264,CUS-200264,63082.35,2026-07-27T11:57:31.516Z,INR,PAID,Invoice for order ORD-500264
INV-900265,ORD-500265,CUS-200265,4901.18,2026-07-22T10:10:39.151Z,INR,PAID,Invoice for order ORD-500265
INV-900266,ORD-500266,CUS-200266,50387.63,2026-07-08T22:42:14.692Z,INR,PAID,Invoice for order ORD-500266
INV-900267,ORD-500267,CUS-200267,79840.39,2026-07-31T13:23:03.313Z,INR,PAID,Invoice for order ORD-500267
INV-900268,ORD-500268,CUS-200268,16777.02,2026-08-22T04:29:34.155Z,INR,PAID,Invoice for order ORD-500268
INV-900269,ORD-500269,CUS-200269,96052.64,2026-08-16T23:43:34.293Z,INR,PAID,Invoice for order ORD-500269
INV-900270,ORD-500270,CUS-200270,26980.41,2026-08-21T12:19:54.371Z,INR,PAID,Invoice for order ORD-500270
INV-900271,ORD-500271,CUS-200271,71839.89,2026-07-31T23:42:00.679Z,INR,PAID,Invoice for order ORD-500271
INV-900272,ORD-500272,CUS-200272,41762.57,2026-07-30T20:50:50.933Z,INR,PAID,Invoice for order ORD-500272
INV-900273,ORD-500273,CUS-200273,62509.12,2026-08-13T17:45:52.788Z,INR,PAID,Invoice for order ORD-500273
INV-900274,ORD-500274,CUS-200274,6318.26,2026-07-29T09:14:48.777Z,INR,PAID,Invoice for order ORD-500274
INV-900275,ORD-500275,CUS-200275,47664.92,2026-08-26T05:31:14.762Z,INR,PAID,Invoice for order ORD-500275
INV-900276,ORD-500276,CUS-200276,70659.57,2026-07-11T13:37:54.384Z,INR,PAID,Invoice for order ORD-500276
INV-900277,ORD-500277,CUS-200277,46461.43,2026-07-28T10:33:16.295Z,INR,PAID,Invoice for order ORD-500277
INV-900278,ORD-500278,CUS-200278,10371.89,2026-08-15T03:32:14.367Z,INR,PAID,Invoice for order ORD-500278
INV-900279,ORD-500279,CUS-200279,58494.22,2026-07-24T05:51:39.248Z,INR,PAID,Invoice for order ORD-500279
INV-900280,ORD-500280,CUS-200280,17404.98,2026-07-20T13:20:17.257Z,INR,PAID,Invoice for order ORD-500280
INV-900281,ORD-500281,CUS-200281,36095.38,2026-07-05T13:42:01.226Z,INR,PAID,Invoice for order ORD-500281
INV-900282,ORD-500282,CUS-200282,43858.25,2026-08-06T01:37:34.660Z,INR,PAID,Invoice for order ORD-500282
INV-900283,ORD-500283,CUS-200283,65795.71,2026-08-25T09:36:20.141Z,INR,PAID,Invoice for order ORD-500283
INV-900284,ORD-500284,CUS-200284,69982.8,2026-07-09T05:18:52.314Z,INR,PAID,Invoice for order ORD-500284
INV-900285,ORD-500285,CUS-200285,29130.48,2026-07-30T11:33:40.584Z,INR,PAID,Invoice for order ORD-500285
INV-900286,ORD-500286,CUS-200286,81076.2,2026-07-12T16:33:10.990Z,INR,PAID,Invoice for order ORD-500286
INV-900287,ORD-500287,CUS-200287,28232.87,2026-08-08T17:37:14.775Z,INR,PAID,Invoice for order ORD-500287
INV-900288,ORD-500288,CUS-200288,43958.15,2026-08-23T11:04:21.518Z,INR,PAID,Invoice for order ORD-500288
INV-900289,ORD-500289,CUS-200289,63776.47,2026-08-20T21:54:17.669Z,INR,PAID,Invoice for order ORD-500289
INV-900290,ORD-500290,CUS-200290,10304.22,2026-07-28T20:46:37.617Z,INR,PAID,Invoice for order ORD-500290
INV-900291,ORD-500291,CUS-200291,37838.23,2026-08-20T07:32:37.722Z,INR,PAID,Invoice for order ORD-500291
INV-900292,ORD-500292,CUS-200292,21150.7,2026-07-20T04:48:24.579Z,INR,PAID,Invoice for order ORD-500292
INV-900293,ORD-500293,CUS-200293,87449.94,2026-08-13T05:10:41.669Z,INR,PAID,Invoice for order ORD-500293
INV-900294,ORD-500294,CUS-200294,74283.53,2026-08-02T01:22:51.218Z,INR,PAID,Invoice for order ORD-500294
INV-900295,ORD-500295,CUS-200295,38733.72,2026-08-15T02:37:43.557Z,INR,PAID,Invoice for order ORD-500295
INV-900296,ORD-500296,CUS-200296,27258.4,2026-07-14T07:59:56.892Z,INR,PAID,Invoice for order ORD-500296
INV-900297,ORD-500297,CUS-200297,58168.26,2026-08-21T11:46:15.121Z,INR,PAID,Invoice for order ORD-500297
INV-900298,ORD-500298,CUS-200298,72585.19,2026-08-26T22:32:44.761Z,INR,PAID,Invoice for order ORD-500298
INV-900299,ORD-500299,CUS-200299,85252.34,2026-06-30T18:01:16.515Z,INR,PAID,Invoice for order ORD-500299
INV-900300,ORD-500300,CUS-200300,23717.42,2026-08-07T04:59:06.836Z,INR,PAID,Invoice for order ORD-500300
INV-900301,ORD-500301,CUS-200301,99112.78,2026-08-10T19:38:43.242Z,INR,PAID,Invoice for order ORD-500301
INV-900302,ORD-500302,CUS-200302,12234.38,2026-08-12T06:10:35.738Z,INR,PAID,Invoice for order ORD-500302
INV-900303,ORD-500303,CUS-200303,23391.12,2026-07-23T04:50:17.009Z,INR,PAID,Invoice for order ORD-500303
INV-900304,ORD-500304,CUS-200304,15559.31,2026-07-04T16:21:22.456Z,INR,PAID,Invoice for order ORD-500304
INV-900305,ORD-500305,CUS-200305,52328.83,2026-08-11T03:42:35.145Z,INR,PAID,Invoice for order ORD-500305
INV-900306,ORD-500306,CUS-200306,22840.58,2026-07-06T13:32:58.790Z,INR,PAID,Invoice for order ORD-500306
INV-900307,ORD-500307,CUS-200307,1999.82,2026-07-12T00:25:35.028Z,INR,PAID,Invoice for order ORD-500307
INV-900308,ORD-500308,CUS-200308,2101.18,2026-07-19T20:04:17.517Z,INR,PAID,Invoice for order ORD-500308
INV-900309,ORD-500309,CUS-200309,304.42,2026-08-16T10:18:26.922Z,INR,PAID,Invoice for order ORD-500309
INV-900310,ORD-500310,CUS-200310,74756.86,2026-07-25T23:51:32.698Z,INR,PAID,Invoice for order ORD-500310
INV-900311,ORD-500311,CUS-200311,48285.21,2026-07-03T13:10:40.413Z,INR,PAID,Invoice for order ORD-500311
INV-900312,ORD-500312,CUS-200312,21779.98,2026-07-01T06:09:26.934Z,INR,PAID,Invoice for order ORD-500312
INV-900313,ORD-500313,CUS-200313,52444.96,2026-07-22T05:11:56.606Z,INR,PAID,Invoice for order ORD-500313
INV-900314,ORD-500314,CUS-200314,63766.85,2026-08-09T04:32:11.743Z,INR,PAID,Invoice for order ORD-500314
INV-900315,ORD-500315,CUS-200315,64085.55,2026-07-02T22:16:20.006Z,INR,PAID,Invoice for order ORD-500315
INV-900316,ORD-500316,CUS-200316,67916.8,2026-07-06T13:52:01.577Z,INR,PAID,Invoice for order ORD-500316
INV-900317,ORD-500317,CUS-200317,16136.18,2026-07-04T16:24:41.007Z,INR,PAID,Invoice for order ORD-500317
INV-900318,ORD-500318,CUS-200318,51572.76,2026-08-11T14:13:11.457Z,INR,PAID,Invoice for order ORD-500318
INV-900319,ORD-500319,CUS-200319,25944.98,2026-07-02T15:43:31.669Z,INR,PAID,Invoice for order ORD-500319
INV-900320,ORD-500320,CUS-200320,76771.98,2026-08-09T10:10:32.450Z,INR,PAID,Invoice for order ORD-500320
INV-900321,ORD-500321,CUS-200321,96562.4,2026-08-15T06:19:44.426Z,INR,PAID,Invoice for order ORD-500321
INV-900322,ORD-500322,CUS-200322,76732.94,2026-08-28T22:14:38.736Z,INR,PAID,Invoice for order ORD-500322
INV-900323,ORD-500323,CUS-200323,97092.49,2026-08-11T10:07:05.189Z,INR,PAID,Invoice for order ORD-500323
INV-900324,ORD-500324,CUS-200324,14427.16,2026-08-14T13:29:14.245Z,INR,PAID,Invoice for order ORD-500324
INV-900325,ORD-500325,CUS-200325,98122.39,2026-08-17T03:24:09.231Z,INR,PAID,Invoice for order ORD-500325
INV-900326,ORD-500326,CUS-200326,74572.35,2026-07-30T02:31:56.334Z,INR,PAID,Invoice for order ORD-500326
INV-900327,ORD-500327,CUS-200327,84705.16,2026-07-04T02:22:40.043Z,INR,PAID,Invoice for order ORD-500327
INV-900328,ORD-500328,CUS-200328,14105.1,2026-08-06T09:25:38.274Z,INR,PAID,Invoice for order ORD-500328
INV-900329,ORD-500329,CUS-200329,19859.92,2026-07-29T23:50:58.328Z,INR,PAID,Invoice for order ORD-500329
INV-900330,ORD-500330,CUS-200330,69964.46,2026-07-13T15:45:31.728Z,INR,PAID,Invoice for order ORD-500330
INV-900331,ORD-500331,CUS-200331,98410.38,2026-07-19T00:59:30.057Z,INR,PAID,Invoice for order ORD-500331
INV-900332,ORD-500332,CUS-200332,41013.23,2026-08-14T23:35:44.771Z,INR,PAID,Invoice for order ORD-500332
INV-900333,ORD-500333,CUS-200333,67201.3,2026-07-11T05:43:19.497Z,INR,PAID,Invoice for order ORD-500333
INV-900334,ORD-500334,CUS-200334,32657.93,2026-08-27T22:39:40.362Z,INR,PAID,Invoice for order ORD-500334
INV-900335,ORD-500335,CUS-200335,95156.73,2026-07-20T01:01:24.919Z,INR,PAID,Invoice for order ORD-500335
INV-900336,ORD-500336,CUS-200336,85271.87,2026-07-07T00:09:24.575Z,INR,PAID,Invoice for order ORD-500336
INV-900337,ORD-500337,CUS-200337,25367.04,2026-07-24T12:43:01.595Z,INR,PAID,Invoice for order ORD-500337
INV-900338,ORD-500338,CUS-200338,8596.59,2026-08-20T09:22:33.262Z,INR,PAID,Invoice for order ORD-500338
INV-900339,ORD-500339,CUS-200339,16558.19,2026-08-21T21:18:38.584Z,INR,PAID,Invoice for order ORD-500339
INV-900340,ORD-500340,CUS-200340,10363.03,2026-08-14T11:08:20.181Z,INR,PAID,Invoice for order ORD-500340
INV-900341,ORD-500341,CUS-200341,62699.74,2026-07-03T03:06:12.647Z,INR,PAID,Invoice for order ORD-500341
INV-900342,ORD-500342,CUS-200342,66756.11,2026-08-17T06:40:19.032Z,INR,PAID,Invoice for order ORD-500342
INV-900343,ORD-500343,CUS-200343,51991.34,2026-07-20T01:12:54.546Z,INR,PAID,Invoice for order ORD-500343
INV-900344,ORD-500344,CUS-200344,7710.79,2026-08-09T06:19:16.173Z,INR,PAID,Invoice for order ORD-500344
INV-900345,ORD-500345,CUS-200345,62125.59,2026-08-05T20:08:29.810Z,INR,PAID,Invoice for order ORD-500345
INV-900346,ORD-500346,CUS-200346,25595.78,2026-07-20T18:57:30.216Z,INR,PAID,Invoice for order ORD-500346
INV-900347,ORD-500347,CUS-200347,86200.35,2026-08-21T17:18:17.985Z,INR,PAID,Invoice for order ORD-500347
INV-900348,ORD-500348,CUS-200348,35579.15,2026-08-07T19:34:49.024Z,INR,PAID,Invoice for order ORD-500348
INV-900349,ORD-500349,CUS-200349,98441.48,2026-08-17T09:22:11.200Z,INR,PAID,Invoice for order ORD-500349
INV-900350,ORD-500350,CUS-200350,47098.91,2026-08-23T03:56:24.046Z,INR,PAID,Invoice for order ORD-500350
INV-900351,ORD-500351,CUS-200351,12539.33,2026-07-02T04:20:24.792Z,INR,PAID,Invoice for order ORD-500351
INV-900352,ORD-500352,CUS-200352,42048.3,2026-07-20T20:34:26.282Z,INR,PAID,Invoice for order ORD-500352
INV-900353,ORD-500353,CUS-200353,8794.98,2026-07-05T08:07:59.611Z,INR,PAID,Invoice for order ORD-500353
INV-900354,ORD-500354,CUS-200354,14550.2,2026-08-01T18:47:47.555Z,INR,PAID,Invoice for order ORD-500354
INV-900355,ORD-500355,CUS-200355,20556.72,2026-07-02T09:56:17.468Z,INR,PAID,Invoice for order ORD-500355
INV-900356,ORD-500356,CUS-200356,99505.21,2026-08-12T00:38:05.121Z,INR,PAID,Invoice for order ORD-500356
INV-900357,ORD-500357,CUS-200357,24699.42,2026-07-07T03:43:48.101Z,INR,PAID,Invoice for order ORD-500357
INV-900358,ORD-500358,CUS-200358,30773.55,2026-07-27T13:45:37.069Z,INR,PAID,Invoice for order ORD-500358
INV-900359,ORD-500359,CUS-200359,91501.58,2026-08-23T01:17:37.895Z,INR,PAID,Invoice for order ORD-500359
INV-900360,ORD-500360,CUS-200360,2659.56,2026-08-29T01:45:00.270Z,INR,PAID,Invoice for order ORD-500360
INV-900361,ORD-500361,CUS-200361,63301.2,2026-08-21T23:32:57.447Z,INR,PAID,Invoice for order ORD-500361
INV-900362,ORD-500362,CUS-200362,2928.86,2026-08-20T23:58:02.079Z,INR,PAID,Invoice for order ORD-500362
INV-900363,ORD-500363,CUS-200363,58206.25,2026-07-23T12:19:46.984Z,INR,PAID,Invoice for order ORD-500363
INV-900364,ORD-500364,CUS-200364,4970.88,2026-07-22T12:30:11.318Z,INR,PAID,Invoice for order ORD-500364
INV-900365,ORD-500365,CUS-200365,95791.49,2026-07-09T10:34:35.480Z,INR,PAID,Invoice for order ORD-500365
INV-900366,ORD-500366,CUS-200366,1240.99,2026-07-20T23:27:23.476Z,INR,PAID,Invoice for order ORD-500366
INV-900367,ORD-500367,CUS-200367,12375.15,2026-08-25T13:39:01.204Z,INR,PAID,Invoice for order ORD-500367
INV-900368,ORD-500368,CUS-200368,97647.89,2026-07-13T21:50:59.398Z,INR,PAID,Invoice for order ORD-500368
INV-900369,ORD-500369,CUS-200369,39829.63,2026-08-14T10:38:28.311Z,INR,PAID,Invoice for order ORD-500369
INV-900370,ORD-500370,CUS-200370,7109.62,2026-07-11T17:11:36.174Z,INR,PAID,Invoice for order ORD-500370
INV-900371,ORD-500371,CUS-200371,68084.51,2026-08-29T04:40:35.975Z,INR,PAID,Invoice for order ORD-500371
INV-900372,ORD-500372,CUS-200372,55555.86,2026-08-18T14:36:23.235Z,INR,PAID,Invoice for order ORD-500372
INV-900373,ORD-500373,CUS-200373,45420.26,2026-07-14T16:46:53.395Z,INR,PAID,Invoice for order ORD-500373
INV-900374,ORD-500374,CUS-200374,88623.24,2026-08-12T19:59:26.102Z,INR,PAID,Invoice for order ORD-500374
INV-900375,ORD-500375,CUS-200375,13772.53,2026-07-07T12:20:05.940Z,INR,PAID,Invoice for order ORD-500375
INV-900376,ORD-500376,CUS-200376,1843.09,2026-07-14T10:31:24.579Z,INR,PAID,Invoice for order ORD-500376
INV-900377,ORD-500377,CUS-200377,70661.52,2026-08-02T10:06:04.509Z,INR,PAID,Invoice for order ORD-500377
INV-900378,ORD-500378,CUS-200378,68475.8,2026-08-24T12:12:11.565Z,INR,PAID,Invoice for order ORD-500378
INV-900379,ORD-500379,CUS-200379,9374.84,2026-07-02T07:40:32.122Z,INR,PAID,Invoice for order ORD-500379
INV-900380,ORD-500380,CUS-200380,69272.38,2026-08-02T06:49:13.013Z,INR,PAID,Invoice for order ORD-500380
INV-900381,ORD-500381,CUS-200381,66356.37,2026-07-18T15:29:38.581Z,INR,PAID,Invoice for order ORD-500381
INV-900382,ORD-500382,CUS-200382,71959.43,2026-08-26T17:04:18.994Z,INR,PAID,Invoice for order ORD-500382
INV-900383,ORD-500383,CUS-200383,13734.78,2026-08-01T16:47:45.940Z,INR,PAID,Invoice for order ORD-500383
INV-900384,ORD-500384,CUS-200384,58918.35,2026-07-18T06:03:20.124Z,INR,PAID,Invoice for order ORD-500384
INV-900385,ORD-500385,CUS-200385,15554.3,2026-07-03T14:36:34.399Z,INR,PAID,Invoice for order ORD-500385
INV-900386,ORD-500386,CUS-200386,70981.64,2026-07-13T03:35:23.057Z,INR,PAID,Invoice for order ORD-500386
INV-900387,ORD-500387,CUS-200387,47993.35,2026-08-22T01:26:40.107Z,INR,PAID,Invoice for order ORD-500387
INV-900388,ORD-500388,CUS-200388,21866.67,2026-08-02T02:12:33.067Z,INR,PAID,Invoice for order ORD-500388
INV-900389,ORD-500389,CUS-200389,98065.65,2026-08-09T07:26:13.206Z,INR,PAID,Invoice for order ORD-500389
INV-900390,ORD-500390,CUS-200390,61530.57,2026-08-30T04:46:01.159Z,INR,PAID,Invoice for order ORD-500390
INV-900391,ORD-500391,CUS-200391,29038.36,2026-08-09T03:40:36.407Z,INR,PAID,Invoice for order ORD-500391
INV-900392,ORD-500392,CUS-200392,17226.05,2026-07-21T15:50:57.490Z,INR,PAID,Invoice for order ORD-500392
INV-900393,ORD-500393,CUS-200393,76165.58,2026-07-20T08:52:51.145Z,INR,PAID,Invoice for order ORD-500393
INV-900394,ORD-500394,CUS-200394,39486.49,2026-08-25T13:10:12.297Z,INR,PAID,Invoice for order ORD-500394
INV-900395,ORD-500395,CUS-200395,29967.63,2026-07-09T01:56:40.343Z,INR,PAID,Invoice for order ORD-500395
INV-900396,ORD-500396,CUS-200396,22038.99,2026-07-25T11:15:39.838Z,INR,PAID,Invoice for order ORD-500396
INV-900397,ORD-500397,CUS-200397,19680.07,2026-07-29T10:42:13.615Z,INR,PAID,Invoice for order ORD-500397
INV-900398,ORD-500398,CUS-200398,63553.19,2026-08-27T14:36:30.315Z,INR,PAID,Invoice for order ORD-500398
INV-900399,ORD-500399,CUS-200399,51295.72,2026-08-24T16:59:12.662Z,INR,PAID,Invoice for order ORD-500399
INV-900400,ORD-500400,CUS-200400,94552.21,2026-07-08T10:24:39.035Z,INR,PAID,Invoice for order ORD-500400
INV-900401,ORD-500401,CUS-200401,18120.95,2026-08-18T04:12:41.464Z,INR,PAID,Invoice for order ORD-500401
INV-900402,ORD-500402,CUS-200402,19757.7,2026-07-23T00:50:41.513Z,INR,PAID,Invoice for order ORD-500402
INV-900403,ORD-500403,CUS-200403,10009.17,2026-08-28T00:54:07.746Z,INR,PAID,Invoice for order ORD-500403
INV-900404,ORD-500404,CUS-200404,18182.58,2026-07-17T04:37:17.538Z,INR,PAID,Invoice for order ORD-500404
INV-900405,ORD-500405,CUS-200405,49012.33,2026-08-20T03:03:19.086Z,INR,PAID,Invoice for order ORD-500405
INV-900406,ORD-500406,CUS-200406,25641.56,2026-08-29T10:12:16.644Z,INR,PAID,Invoice for order ORD-500406
INV-900407,ORD-500407,CUS-200407,79149.6,2026-06-30T12:46:28.893Z,INR,PAID,Invoice for order ORD-500407
INV-900408,ORD-500408,CUS-200408,76089.77,2026-07-15T10:50:01.765Z,INR,PAID,Invoice for order ORD-500408
INV-900409,ORD-500409,CUS-200409,97625.46,2026-08-09T19:31:34.377Z,INR,PAID,Invoice for order ORD-500409
INV-900410,ORD-500410,CUS-200410,39642.35,2026-08-16T23:57:27.273Z,INR,PAID,Invoice for order ORD-500410
INV-900411,ORD-500411,CUS-200411,37079.63,2026-07-10T02:13:50.465Z,INR,PAID,Invoice for order ORD-500411
INV-900412,ORD-500412,CUS-200412,35841.2,2026-07-26T02:19:41.903Z,INR,PAID,Invoice for order ORD-500412
INV-900413,ORD-500413,CUS-200413,48914.29,2026-07-17T08:43:00.573Z,INR,PAID,Invoice for order ORD-500413
INV-900414,ORD-500414,CUS-200414,63338.76,2026-07-29T10:20:56.533Z,INR,PAID,Invoice for order ORD-500414
INV-900415,ORD-500415,CUS-200415,6861.17,2026-08-02T15:17:56.908Z,INR,PAID,Invoice for order ORD-500415
INV-900416,ORD-500416,CUS-200416,42030.56,2026-07-03T00:47:01.083Z,INR,PAID,Invoice for order ORD-500416
INV-900417,ORD-500417,CUS-200417,96218.93,2026-07-09T08:55:29.961Z,INR,PAID,Invoice for order ORD-500417
INV-900418,ORD-500418,CUS-200418,51507.65,2026-08-21T13:09:14.229Z,INR,PAID,Invoice for order ORD-500418
INV-900419,ORD-500419,CUS-200419,96050.76,2026-08-02T19:57:08.649Z,INR,PAID,Invoice for order ORD-500419
INV-900420,ORD-500420,CUS-200420,46785.55,2026-08-22T02:32:43.943Z,INR,PAID,Invoice for order ORD-500420
INV-900421,ORD-500421,CUS-200421,38679.12,2026-08-23T10:40:29.464Z,INR,PAID,Invoice for order ORD-500421
INV-900422,ORD-500422,CUS-200422,68516.55,2026-08-09T14:37:46.336Z,INR,PAID,Invoice for order ORD-500422
INV-900423,ORD-500423,CUS-200423,68591.8,2026-08-01T11:42:04.876Z,INR,PAID,Invoice for order ORD-500423
INV-900424,ORD-500424,CUS-200424,27476.05,2026-07-17T04:58:54.543Z,INR,PAID,Invoice for order ORD-500424
INV-900425,ORD-500425,CUS-200425,60074.98,2026-07-01T21:43:48.098Z,INR,PAID,Invoice for order ORD-500425
INV-900426,ORD-500426,CUS-200426,55750.11,2026-08-14T18:44:28.867Z,INR,PAID,Invoice for order ORD-500426
INV-900427,ORD-500427,CUS-200427,5658.12,2026-07-22T12:37:13.182Z,INR,PAID,Invoice for order ORD-500427
INV-900428,ORD-500428,CUS-200428,69108.37,2026-08-11T08:47:53.689Z,INR,PAID,Invoice for order ORD-500428
INV-900429,ORD-500429,CUS-200429,12387.18,2026-07-06T02:28:26.320Z,INR,PAID,Invoice for order ORD-500429
INV-900430,ORD-500430,CUS-200430,98243.83,2026-07-24T21:32:16.113Z,INR,PAID,Invoice for order ORD-500430
INV-900431,ORD-500431,CUS-200431,40178.74,2026-07-06T03:10:36.089Z,INR,PAID,Invoice for order ORD-500431
INV-900432,ORD-500432,CUS-200432,13266.83,2026-08-05T07:11:25.596Z,INR,PAID,Invoice for order ORD-500432
INV-900433,ORD-500433,CUS-200433,46543.76,2026-08-26T22:01:57.227Z,INR,PAID,Invoice for order ORD-500433
INV-900434,ORD-500434,CUS-200434,5773.52,2026-07-18T18:32:53.262Z,INR,PAID,Invoice for order ORD-500434
INV-900435,ORD-500435,CUS-200435,71948.53,2026-08-08T08:14:24.446Z,INR,PAID,Invoice for order ORD-500435
INV-900436,ORD-500436,CUS-200436,98738.3,2026-07-10T21:42:23.950Z,INR,PAID,Invoice for order ORD-500436
INV-900437,ORD-500437,CUS-200437,63195.69,2026-08-19T03:30:49.642Z,INR,PAID,Invoice for order ORD-500437
INV-900438,ORD-500438,CUS-200438,45624.02,2026-07-24T12:04:43.390Z,INR,PAID,Invoice for order ORD-500438
INV-900439,ORD-500439,CUS-200439,95504.34,2026-07-10T13:38:47.703Z,INR,PAID,Invoice for order ORD-500439
INV-900440,ORD-500440,CUS-200440,47930.88,2026-08-19T17:41:47.339Z,INR,PAID,Invoice for order ORD-500440
INV-900441,ORD-500441,CUS-200441,76738.52,2026-07-13T13:44:23.083Z,INR,PAID,Invoice for order ORD-500441
INV-900442,ORD-500442,CUS-200442,93835.55,2026-08-07T12:16:58.826Z,INR,PAID,Invoice for order ORD-500442
INV-900443,ORD-500443,CUS-200443,99621.33,2026-08-13T02:41:31.062Z,INR,PAID,Invoice for order ORD-500443
INV-900444,ORD-500444,CUS-200444,72172.51,2026-08-13T05:13:14.055Z,INR,PAID,Invoice for order ORD-500444
INV-900445,ORD-500445,CUS-200445,14372.11,2026-07-22T06:50:44.598Z,INR,PAID,Invoice for order ORD-500445
INV-900446,ORD-500446,CUS-200446,91101.07,2026-08-04T05:52:46.899Z,INR,PAID,Invoice for order ORD-500446
INV-900447,ORD-500447,CUS-200447,20759.24,2026-07-14T23:55:49.493Z,INR,PAID,Invoice for order ORD-500447
INV-900448,ORD-500448,CUS-200448,1250.53,2026-07-09T08:17:46.271Z,INR,PAID,Invoice for order ORD-500448
INV-900449,ORD-500449,CUS-200449,94365.85,2026-07-07T15:07:17.467Z,INR,PAID,Invoice for order ORD-500449
