bankTransactionId,referenceId,amount,transactionDate,currency,type,status,description
BANK-700235,PAY-100235,69918.74,2026-08-29T22:55:17.402Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500235
BANK-700236,PAY-100236,54227.78,2026-07-14T08:18:53.366Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500236
BANK-700237,PAY-100237,1571.05,2026-08-05T12:13:10.229Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500237
BANK-700238,PAY-100238,96785.79,2026-07-16T16:49:51.025Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500238
BANK-700239,PAY-100239,67275.57,2026-07-22T22:05:29.131Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500239
BANK-700240,PAY-100240,12751.19,2026-09-15T15:24:17.895Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500240
BANK-700241,PAY-100241,61700.44,2026-09-01T18:54:08.354Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500241
BANK-700242,PAY-100242,73161,2026-08-02T04:22:29.237Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500242
BANK-700243,PAY-100243,53494.95,2026-07-29T12:57:57.235Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500243
BANK-700245,PAY-100245,78771.31,2026-08-15T00:52:50.847Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500245
BANK-700246,PAY-100246,53877.3,2026-08-26T22:04:01.304Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500246
BANK-700247,PAY-100247,40119.43,2026-07-06T22:46:36.750Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500247
BANK-700248,PAY-100248,13207.28,2026-07-19T22:32:37.529Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500248
BANK-700249,PAY-100249,21252.83,2026-08-22T21:56:50.000Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500249
BANK-700250,PAY-100250,34343.94,2026-07-12T10:17:27.484Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500250
BANK-700251,PAY-100251,40468.78,2026-08-11T23:12:30.340Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500251
BANK-700252,PAY-100252,15716.81,2026-08-21T03:55:52.875Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500252
BANK-700253,PAY-100253,86437.82,2026-08-19T18:38:12.505Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500253
BANK-700254,PAY-100254,64184.15,2026-08-31T16:57:22.413Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500254
BANK-700255,PAY-100255,45195.03,2026-07-11T00:34:12.310Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500255
BANK-700256,PAY-100256,19592.76,2026-08-11T20:51:06.376Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500256
BANK-700257,PAY-100257,59055.49,2026-07-26T15:26:38.169Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500257
BANK-700258,PAY-100258,25393.03,2026-08-20T07:36:55.213Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500258
BANK-700259,PAY-100259,79117.43,2026-08-25T23:38:59.518Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500259
BANK-700260,PAY-100260,94786.19,2026-07-31T04:00:30.264Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500260
BANK-700261,PAY-100261,50570.92,2026-07-30T23:39:20.497Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500261
BANK-700262,PAY-100262,93893.33,2026-09-10T11:58:43.988Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500262
BANK-700263,PAY-100263,85132.83,2026-07-25T12:37:19.137Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500263
BANK-700264,PAY-100264,63082.35,2026-07-29T10:57:31.516Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500264
BANK-700265,PAY-100265,4901.18,2026-07-25T02:10:39.151Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500265
BANK-700266,PAY-100266,50387.63,2026-07-10T11:42:14.692Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500266
BANK-700267,PAY-100267,79840.39,2026-08-03T22:23:03.313Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500267
BANK-700268,PAY-100268,16777.02,2026-08-24T11:29:34.155Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500268
BANK-700269,PAY-100269,96052.64,2026-08-19T00:43:34.293Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500269
BANK-700270,PAY-100270,26980.41,2026-08-23T12:19:54.371Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500270
BANK-700271,PAY-100271,71839.89,2026-08-02T11:42:00.679Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500271
BANK-700272,PAY-100272,41762.57,2026-08-03T20:50:50.933Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500272
BANK-700273,PAY-100273,62509.12,2026-08-16T11:45:52.788Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500273
BANK-700274,PAY-100274,6318.26,2026-08-02T04:14:48.777Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500274
BANK-700275,PAY-100275,47664.92,2026-08-29T19:31:14.762Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500275
BANK-700276,PAY-100276,70659.57,2026-07-14T12:37:54.384Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500276
BANK-700277,PAY-100277,46461.43,2026-07-30T23:33:16.295Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500277
BANK-700278,PAY-100278,10003.73,2026-08-19T03:32:14.367Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500278
BANK-700279,PAY-100279,58494.22,2026-07-25T19:51:39.248Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500279
BANK-700281,PAY-100281,36095.38,2026-07-07T04:42:01.226Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500281
BANK-700282,PAY-100282,43858.25,2026-08-08T09:37:34.660Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500282
BANK-700283,PAY-100283,65795.71,2026-08-27T04:36:20.141Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500283
BANK-700284,PAY-100284,69982.8,2026-07-10T10:18:52.314Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500284
BANK-700285,PAY-100285,29130.48,2026-07-31T12:33:40.584Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500285
BANK-700286,PAY-100286,81076.2,2026-07-16T10:33:10.990Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500286
BANK-700287,PAY-100287,28232.87,2026-08-10T09:37:14.775Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500287
BANK-700288,PAY-100288,43958.15,2026-08-24T23:04:21.518Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500288
BANK-700289,PAY-100289,63776.47,2026-08-21T23:54:17.669Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500289
BANK-700290,PAY-100290,10304.22,2026-07-30T04:46:37.617Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500290
BANK-700291,PAY-100291,37838.23,2026-08-22T21:32:37.722Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500291
BANK-700292,PAY-100292,21150.7,2026-07-23T13:48:24.579Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500292
BANK-700293,PAY-100293,87449.94,2026-08-17T04:10:41.669Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500293
BANK-700295,PAY-100295,38733.72,2026-08-17T20:37:43.557Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500295
BANK-700296,PAY-100296,27258.4,2026-07-18T06:59:56.892Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500296
BANK-700297,PAY-100297,58168.26,2026-08-22T17:46:15.121Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500297
BANK-700299,PAY-100299,85252.34,2026-07-02T13:01:16.515Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500299
BANK-700300,PAY-100300,23717.42,2026-08-08T17:59:06.836Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500300
BANK-700301,PAY-100301,99112.78,2026-08-12T19:38:43.242Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500301
BANK-700302,PAY-100302,12059.619999999999,2026-08-14T14:10:35.738Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500302
BANK-700303,PAY-100303,23391.12,2026-07-24T07:50:17.009Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500303
BANK-700304,PAY-100304,15559.31,2026-07-07T12:21:22.456Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500304
BANK-700305,PAY-100305,52328.83,2026-08-14T06:42:35.145Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500305
BANK-700306,PAY-100306,22840.58,2026-07-09T16:32:58.790Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500306
BANK-700308,PAY-100308,2101.18,2026-07-21T20:04:17.517Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500308
BANK-700309,PAY-100309,304.42,2026-08-17T13:18:26.922Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500309
BANK-700310,PAY-100310,74756.86,2026-07-29T18:51:32.698Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500310
BANK-700311,PAY-100311,48285.21,2026-07-06T21:10:40.413Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500311
BANK-700312,PAY-100312,21779.98,2026-07-03T10:09:26.934Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500312
BANK-700313,PAY-100313,52304.94,2026-07-23T17:11:56.606Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500313
BANK-700314,PAY-100314,63766.85,2026-08-22T15:32:11.743Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500314
BANK-700315,PAY-100315,64085.55,2026-07-05T19:16:20.006Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500315
BANK-700316,PAY-100316,67916.8,2026-07-08T01:52:01.577Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500316
BANK-700318,PAY-100318,51572.76,2026-08-14T16:13:11.457Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500318
BANK-700319,PAY-100319,25944.98,2026-07-04T20:43:31.669Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500319
BANK-700320,PAY-100320,76771.98,2026-08-12T06:10:32.450Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500320
BANK-700321,PAY-100321,96562.4,2026-08-17T23:19:44.426Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500321
BANK-700322,PAY-100322,76732.94,2026-08-30T15:14:38.736Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500322
BANK-700323,PAY-100323,97092.49,2026-08-12T14:07:05.189Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500323
BANK-700324,PAY-100324,14427.16,2026-08-17T21:29:14.245Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500324
BANK-700325,PAY-100325,98122.39,2026-08-21T00:24:09.231Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500325
BANK-700326,PAY-100326,74572.35,2026-07-31T15:31:56.334Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500326
BANK-700327,PAY-100327,84705.16,2026-07-07T23:22:40.043Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500327
BANK-700328,PAY-100328,14105.1,2026-08-10T01:25:38.274Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500328
BANK-700329,PAY-100329,19859.92,2026-08-02T15:50:58.328Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500329
BANK-700330,PAY-100330,69964.46,2026-07-15T15:45:31.728Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500330
BANK-700331,PAY-100331,98410.38,2026-07-22T08:59:30.057Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500331
BANK-700332,PAY-100332,41013.23,2026-08-16T06:35:44.771Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500332
BANK-700333,PAY-100333,67201.3,2026-07-14T23:43:19.497Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500333
BANK-700334,PAY-100334,32657.93,2026-08-29T19:39:40.362Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500334
BANK-700335,PAY-100335,95156.73,2026-07-22T05:01:24.919Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500335
BANK-700336,PAY-100336,85271.87,2026-07-09T14:09:24.575Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500336
BANK-700337,PAY-100337,25367.04,2026-07-27T06:43:01.595Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500337
BANK-700338,PAY-100338,8596.59,2026-08-21T12:22:33.262Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500338
BANK-700339,PAY-100339,16558.19,2026-09-14T21:18:38.584Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500339
BANK-700340,PAY-100340,10363.03,2026-08-16T17:08:20.181Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500340
BANK-700341,PAY-100341,62699.74,2026-07-06T10:06:12.647Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500341
BANK-700342,PAY-100342,66756.11,2026-08-19T22:40:19.032Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500342
BANK-700343,PAY-100343,51991.34,2026-07-22T14:12:54.546Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500343
BANK-700344,PAY-100344,7710.79,2026-08-12T19:19:16.173Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500344
BANK-700345,PAY-100345,62125.59,2026-08-07T17:08:29.810Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500345
BANK-700346,PAY-100346,25595.78,2026-07-22T11:57:30.216Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500346
BANK-700347,PAY-100347,85979.54000000001,2026-08-22T19:18:17.985Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500347
BANK-700348,PAY-100348,35579.15,2026-08-11T17:34:49.024Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500348
BANK-700349,PAY-100349,98441.48,2026-08-19T02:22:11.200Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500349
BANK-700350,PAY-100350,47098.91,2026-08-26T08:56:24.046Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500350
BANK-700351,PAY-100351,12539.33,2026-07-03T17:20:24.792Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500351
BANK-700352,PAY-100352,42048.3,2026-07-21T21:34:26.282Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500352
BANK-700353,PAY-100353,8794.98,2026-07-09T01:07:59.611Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500353
BANK-700354,PAY-100354,14550.2,2026-08-04T02:47:47.555Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500354
BANK-700355,PAY-100355,20556.72,2026-07-03T22:56:17.468Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500355
BANK-700356,PAY-100356,99505.21,2026-08-13T22:38:05.121Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500356
BANK-700357,PAY-100357,24388.469999999998,2026-07-09T15:43:48.101Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500357
BANK-700358,PAY-100358,30773.55,2026-07-29T01:45:37.069Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500358
BANK-700359,PAY-100359,91501.58,2026-08-26T03:17:37.895Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500359
BANK-700360,PAY-100360,2659.56,2026-08-30T21:45:00.270Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500360
BANK-700361,PAY-100361,62848.96,2026-08-24T16:32:57.447Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500361
BANK-700362,PAY-100362,2928.86,2026-08-24T21:58:02.079Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500362
BANK-700363,PAY-100363,58206.25,2026-07-25T08:19:46.984Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500363
BANK-700364,PAY-100364,4970.88,2026-07-25T16:30:11.318Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500364
BANK-700365,PAY-100365,95791.49,2026-07-11T14:34:35.480Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500365
BANK-700366,PAY-100366,1240.99,2026-07-22T17:27:23.476Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500366
BANK-700367,PAY-100367,12375.15,2026-08-28T11:39:01.204Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500367
BANK-700368,PAY-100368,97647.89,2026-07-16T20:50:59.398Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500368
BANK-700369,PAY-100369,39829.63,2026-08-16T19:38:28.311Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500369
BANK-700370,PAY-100370,7109.62,2026-07-14T08:11:36.174Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500370
BANK-700371,PAY-100371,68084.51,2026-08-31T23:40:35.975Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500371
BANK-700372,PAY-100372,55458.87,2026-08-21T05:36:23.235Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500372
BANK-700373,PAY-100373,45420.26,2026-07-16T16:46:53.395Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500373
BANK-700374,PAY-100374,88623.24,2026-08-14T20:59:26.102Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500374
BANK-700375,PAY-100375,13772.53,2026-07-11T12:20:05.940Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500375
BANK-700376,PAY-100376,1843.09,2026-07-15T13:31:24.579Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500376
BANK-700377,PAY-100377,70661.52,2026-08-06T03:06:04.509Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500377
BANK-700379,PAY-100379,9374.84,2026-07-05T12:40:32.122Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500379
BANK-700380,PAY-100380,69272.38,2026-08-04T12:49:13.013Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500380
BANK-700381,PAY-100381,66356.37,2026-07-22T13:29:38.581Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500381
BANK-700383,PAY-100383,13734.78,2026-08-02T20:47:45.940Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500383
BANK-700384,PAY-100384,58918.35,2026-07-21T19:03:20.124Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500384
BANK-700385,PAY-100385,15554.3,2026-07-06T21:36:34.399Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500385
BANK-700386,PAY-100386,70981.64,2026-07-16T00:35:23.057Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500386
BANK-700387,PAY-100387,47993.35,2026-08-23T17:26:40.107Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500387
BANK-700388,PAY-100388,21866.67,2026-08-05T13:12:33.067Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500388
BANK-700389,PAY-100389,97835,2026-08-11T16:26:13.206Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500389
BANK-700390,PAY-100390,61530.57,2026-08-31T10:46:01.159Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500390
BANK-700392,PAY-100392,17226.05,2026-07-23T05:50:57.490Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500392
BANK-700393,PAY-100393,76165.58,2026-07-22T08:52:51.145Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500393
BANK-700394,PAY-100394,39486.49,2026-08-27T09:10:12.297Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500394
BANK-700395,PAY-100395,29967.63,2026-07-12T16:56:40.343Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500395
BANK-700397,PAY-100397,19680.07,2026-08-01T16:42:13.615Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500397
BANK-700398,PAY-100398,63553.19,2026-08-29T11:36:30.315Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500398
BANK-700399,PAY-100399,51295.72,2026-08-26T01:59:12.662Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500399
BANK-700400,PAY-100400,94552.21,2026-07-11T21:24:39.035Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500400
BANK-700401,PAY-100401,18120.95,2026-08-21T10:12:41.464Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500401
BANK-700402,PAY-100402,19757.7,2026-07-24T17:50:41.513Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500402
BANK-700403,PAY-100403,10009.17,2026-08-30T00:54:07.746Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500403
BANK-700404,PAY-100404,18182.58,2026-07-27T11:37:17.538Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500404
BANK-700405,PAY-100405,49012.33,2026-08-22T23:03:19.086Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500405
BANK-700406,PAY-100406,25641.56,2026-09-01T23:12:16.644Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500406
BANK-700408,PAY-100408,76089.77,2026-07-17T23:50:01.765Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500408
BANK-700410,PAY-100410,39642.35,2026-08-19T06:57:27.273Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500410
BANK-700411,PAY-100411,37079.63,2026-07-11T15:13:50.465Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500411
BANK-700412,PAY-100412,35841.2,2026-07-29T03:19:41.903Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500412
BANK-700414,PAY-100414,63338.76,2026-08-02T04:20:56.533Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500414
BANK-700417,PAY-100417,96218.93,2026-07-12T09:55:29.961Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500417
BANK-700418,PAY-100418,51507.65,2026-08-24T15:09:14.229Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500418
BANK-700419,PAY-100419,96050.76,2026-08-06T10:57:08.649Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500419
BANK-700420,PAY-100420,46785.55,2026-08-24T13:32:43.943Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500420
BANK-700421,PAY-100421,38326.670000000006,2026-08-27T03:40:29.464Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500421
BANK-700422,PAY-100422,68516.55,2026-08-11T11:37:46.336Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500422
BANK-700423,PAY-100423,68591.8,2026-08-04T01:42:04.876Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500423
BANK-700424,PAY-100424,27476.05,2026-07-19T17:58:54.543Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500424
BANK-700425,PAY-100425,60074.98,2026-07-04T22:43:48.098Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500425
BANK-700426,PAY-100426,55750.11,2026-08-17T02:44:28.867Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500426
BANK-700427,PAY-100427,5658.12,2026-07-25T00:37:13.182Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500427
BANK-700428,PAY-100428,69108.37,2026-08-14T06:47:53.689Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500428
BANK-700429,PAY-100429,12387.18,2026-07-07T05:28:26.320Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500429
BANK-700430,PAY-100430,98147.40000000001,2026-07-26T21:32:16.113Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500430
BANK-700431,PAY-100431,40178.74,2026-07-07T12:10:36.089Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500431
BANK-700432,PAY-100432,13266.83,2026-08-07T23:11:25.596Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500432
BANK-700433,PAY-100433,46543.76,2026-08-30T20:01:57.227Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500433
BANK-700434,PAY-100434,5773.52,2026-07-20T04:32:53.262Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500434
BANK-700436,PAY-100436,98738.3,2026-07-14T13:42:23.950Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500436
BANK-700437,PAY-100437,63195.69,2026-08-22T05:30:49.642Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500437
BANK-700439,PAY-100439,95504.34,2026-07-12T14:38:47.703Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500439
BANK-700440,PAY-100440,47930.88,2026-08-22T15:41:47.339Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500440
BANK-700441,PAY-100441,76738.52,2026-07-15T11:44:23.083Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500441
BANK-700442,PAY-100442,93835.55,2026-08-09T20:16:58.826Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500442
BANK-700443,PAY-100443,99621.33,2026-08-16T02:41:31.062Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500443
BANK-700444,PAY-100444,72172.51,2026-08-15T17:13:14.055Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500444
BANK-700445,PAY-100445,14372.11,2026-08-08T01:50:44.598Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500445
BANK-700446,PAY-100446,91101.07,2026-08-05T09:52:46.899Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500446
BANK-700447,PAY-100447,20759.24,2026-07-17T10:55:49.493Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500447
BANK-700448,PAY-100448,1250.53,2026-07-11T19:17:46.271Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500448
BANK-700449,PAY-100449,94365.85,2026-07-08T16:07:17.467Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500449
BANK-700450,PAY-100450,18875.34,2026-08-29T02:23:40.052Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500450
BANK-700451,PAY-100451,57963.27,2026-08-22T12:39:08.644Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500451
BANK-700452,PAY-100452,60228.06,2026-08-12T20:21:13.606Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500452
BANK-700453,PAY-100453,55571.31,2026-08-21T13:28:11.798Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500453
BANK-700454,PAY-100454,36134.3,2026-08-29T00:48:00.336Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500454
BANK-700455,PAY-100455,83299.15,2026-07-19T18:25:02.600Z,INR,CREDIT,SETTLED,QuickPay settlement ORD-500455
BANK-700456,PAY-100456,48348.22,2026-08-26T08:46:46.041Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500456
BANK-700457,PAY-100457,30699.73,2026-08-20T08:51:26.978Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500457
BANK-700458,PAY-100458,35537.21,2026-08-21T13:25:48.273Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500458
BANK-700460,PAY-100460,93412.02,2026-08-22T07:25:06.231Z,INR,CREDIT,SETTLED,SyntheticPay settlement ORD-500460
BANK-700461,PAY-100461,86656.42,2026-09-16T03:07:56.022Z,INR,CREDIT,SETTLED,PayGateway settlement ORD-500461
